x,y,stopDuration
-123.112015,49.209343,113.063
-123.113342,49.207424,11.936
-123.111786,49.209267,10702.063
-123.113701,49.21019,1190.0
-123.11393,49.209831,10418.063
-123.113602,49.209831,6502.064
-123.113136,49.209652,3024.936
-123.114418,49.21019,7989.063
-123.112038,49.207424,25491.0
-123.112091,49.207474,1378.0
-123.111832,49.209343,1196.063
-123.111732,49.209343,354.936
-123.111786,49.20937,2318.063
-123.111832,49.20932,44.063
-123.111885,49.20937,1696.063
-123.111809,49.209114,291.063
-123.111832,49.20937,548.0
-123.113297,49.207451,23.063
-123.112061,49.207424,718.0
-123.112061,49.20932,337.063
-123.112091,49.207474,65390.0
-123.112114,49.207474,282.0
-123.164925,49.236149,377.063
-123.194473,49.242882,128.0
-123.19355,49.24316,261.936
-123.112015,49.20932,109.063
-123.113342,49.207451,13.876
-123.11409,49.207451,320.063
-123.112038,49.207451,73827.126999
-123.111786,49.20932,454.063
-123.111809,49.209473,262.063
-123.074608,49.256523,152.063
-123.074585,49.254913,254.063
-123.074661,49.25581,477.063
-123.075325,49.254143,284.063
-123.113297,49.207451,16.063
-123.076988,49.242344,398.0
-123.096138,49.239246,329.0
-123.113297,49.207424,15.876
-123.11132,49.207092,169.0
-123.111832,49.209038,8795.063
-123.112038,49.209625,2934.063
-123.111732,49.20932,3494.0
-123.111786,49.20932,7718.937
-123.112061,49.209625,426.0
-123.111786,49.207424,30960.063
-123.037155,49.275417,126.936
-123.112038,49.20932,214.063
-123.113342,49.207451,8.936
-123.111809,49.209267,5360.0
-123.11219,49.209419,3105.063
-123.112061,49.207424,9917.063
-123.114059,49.20924,8002.0
-123.112015,49.207527,1614.0
-123.111809,49.209473,4790.063
-123.112526,49.209396,270.063
-123.072357,49.234764,283.0
-123.063042,49.240219,305.0
-123.113396,49.2075,21.0
-123.11219,49.2075,2282.0
-123.112343,49.207729,226.0
-123.16452,49.248638,1003.0
-123.16452,49.248665,1292.063
-123.111755,49.209499,1869.0
-123.111755,49.20932,9366.063
-123.112091,49.208782,6980.063
-123.111732,49.20937,8169.063
-123.11393,49.210114,5004.063
-123.113777,49.210011,13007.063
-123.113907,49.210033,6766.0
-123.11232,49.2075,26835.0
-123.112267,49.207451,7208.063
-123.111679,49.207115,792.0
-123.112091,49.209419,86.0
-123.112167,49.209343,411.0
-123.113342,49.207474,12.063
-123.111961,49.207603,314.0
-123.111908,49.207783,428.063
-123.111755,49.20937,11673.0
-123.111786,49.209652,7041.063
-123.111809,49.209522,1376.127
-123.112015,49.207474,46151.063
-123.111984,49.207451,1854.0
-123.114418,49.21019,358.063
-123.114471,49.210213,18019.937
-123.115494,49.210957,3600.0
-123.114365,49.210548,4251.063
-123.114777,49.209908,11023.063
-123.112144,49.208858,11319.063
-123.112038,49.2075,548.0
-123.095245,49.212391,1564.936
-123.112015,49.20932,129.063
-123.113373,49.207451,19.936
-123.112015,49.207451,70690.876
-123.112038,49.207424,4960.0
-123.111984,49.207554,2558.063
-123.112038,49.207424,2736.063
-123.111832,49.207321,283.0
-123.111244,49.207321,301.063
-123.111885,49.20763,3577.063
-123.113983,49.210163,481.127
-123.111732,49.20937,833.063
-123.113701,49.210163,1582.0
-123.114059,49.210011,2023.064
-123.112038,49.207451,60978.0
-123.112038,49.207451,1241.0
-123.113342,49.207451,13.936
-123.113297,49.207451,13.936
-123.111938,49.20924,180.127
-123.111809,49.209061,7367.0
-123.112114,49.209446,1015.063
-123.111984,49.207397,54925.0
-123.112061,49.207424,454.0
-123.089661,49.277058,225.0
-123.113342,49.207451,17.063
-123.111961,49.20924,184.936
-123.113342,49.207451,73.936
-123.111984,49.207424,61059.0
-123.113373,49.207451,12.063
-123.111961,49.209267,211.063
-123.113373,49.207474,6.936
-123.113319,49.207451,11.0
-123.113342,49.207451,16.063
-123.111961,49.209293,148.0
-123.111786,49.209011,25693.062999
-123.111809,49.20937,82.127
-123.111832,49.209396,5451.063
-123.112038,49.209446,2399.063
-123.111885,49.20924,95.053
-123.111938,49.207451,26143.0
-123.152565,49.2747,228.127
-123.147926,49.267456,202.063
-123.113373,49.207451,14.063
-123.111961,49.20924,6.873
-123.112015,49.207451,61121.0
-123.113342,49.207451,9.936
-123.112579,49.208679,385.127
-123.111961,49.209267,171.127
-123.111755,49.209473,34228.063
-123.111732,49.209499,885.937
-123.111862,49.209499,250.0
-123.111961,49.207424,29693.0
-123.089584,49.278976,137.063
-123.0923,49.274776,1946.063
-123.105919,49.210651,203.063
-123.113319,49.207451,12.936
-123.111961,49.20924,167.936
-123.111755,49.209343,18994.062999
-123.111961,49.209473,5612.063
-123.111938,49.209522,4301.0
-123.112015,49.209549,266.0
-123.111961,49.209499,934.063
-123.111755,49.209396,8488.063
-123.112167,49.207424,1271.0
-123.113342,49.207474,18.063
-123.110992,49.207115,135.936
-123.113342,49.207451,5.936
-123.111938,49.209217,177.063
-123.111809,49.209087,5885.063
-123.111702,49.209446,1296.0
-123.112038,49.207424,54632.0
-123.113342,49.207451,29.936
-123.114365,49.207474,218.0
-123.172432,49.23428,249.0
-123.113319,49.207424,17.936
-123.114418,49.207424,195.0
-123.111961,49.209217,212.063
-123.111984,49.207424,59615.937
-123.113342,49.207451,20.936
-123.111984,49.209267,144.876
-123.111809,49.209114,164.063
-123.111961,49.207348,54090.063
-123.112015,49.207451,1387.0
-123.113342,49.207451,15.936
-123.105896,49.21093,1086.063
-123.111961,49.209267,154.936
-123.111786,49.209446,226.063
-123.112015,49.207424,63860.0
-123.072769,49.278362,126.936
-123.092201,49.274982,1464.0
-123.090279,49.273804,401.063
-123.08728,49.273167,400.063
-123.111961,49.209267,177.936
-123.113319,49.207451,10.936
-123.111786,49.209293,10139.063
-123.111938,49.209446,288.0
-123.111908,49.209419,1979.0
-123.113625,49.210114,1299.064
-123.114059,49.210163,10827.0
-123.113647,49.211163,3600.0
-123.111374,49.207474,799.0
-123.111809,49.209473,1143.063
-123.113342,49.207424,70.187
-123.111191,49.207039,1151.064
-123.11068,49.207066,452.063
-123.106613,49.209755,948.0
-123.129189,49.226547,393.0
-123.111351,49.207451,67173.0
-123.11068,49.207066,766.073
-123.111351,49.207424,5808.063
-123.113525,49.20932,4404.187
-123.113548,49.209267,24512.062999
-123.111351,49.207424,27470.062999
-123.111298,49.207375,3207.0
-123.076401,49.23315,178.0
-123.111832,49.209419,771.127
-123.111786,49.209419,10332.063
-123.111267,49.2075,61793.25
-123.111351,49.207474,3260.0
-123.043175,49.230488,342.0
-123.110733,49.207092,612.063
-123.111351,49.207451,67361.063
-123.113342,49.207424,78.936
-123.111267,49.207397,414.127
-123.069031,49.217049,172.0
-123.072769,49.214413,65.063
-123.071312,49.212517,251.0
-123.111351,49.207451,63020.127
-123.111351,49.207451,346.0
-123.111351,49.207451,1116.0
-123.128448,49.22596,1123.064
-123.11068,49.207066,925.187
-123.106659,49.209854,2058.187
-123.111374,49.207451,63338.063
-123.111267,49.207375,3831.0
-123.10231,49.225422,948.063
-123.110733,49.207092,1022.0
-123.111374,49.207424,67036.0
-123.106613,49.209831,885.063
-123.10231,49.210625,263.127
-123.111351,49.207424,1957.187
-123.111374,49.207424,55822.0
-123.111244,49.207375,1949.0
-123.113136,49.207424,198.0
-123.06752,49.207909,926.0
-123.129265,49.226547,377.063
-123.111786,49.209267,7380.0
-123.112808,49.208908,3528.937
-123.111786,49.209267,11424.0
-123.112038,49.209599,7836.063
-123.112038,49.209549,2289.127
-123.111374,49.207397,31042.063
-123.11068,49.207066,409.063
-123.111298,49.207375,1392.127
-123.114647,49.210114,1876.127
-123.111351,49.207424,36229.063
-123.114471,49.210087,9183.063
-123.115906,49.210213,1534.936999
-123.111267,49.207348,2225.0
-123.102745,49.225651,583.937
-123.110603,49.207092,816.063
-123.111351,49.207424,66874.0
-123.114342,49.207474,286.063
-123.110657,49.207066,1147.936
-123.106583,49.210011,886.936
-123.111351,49.207424,1476.936
-123.11068,49.207066,547.926
-123.111862,49.209114,2242.936
-123.114449,49.210163,11393.0
-123.115517,49.210907,9621.063
-123.113777,49.210087,32.0
-123.113777,49.210087,38011.0
-123.112549,49.208527,875.876
-123.11396,49.210163,5164.936
-123.112549,49.208729,484.0
-123.11393,49.210033,21100.062999
-123.11132,49.207375,45162.063
-123.111244,49.207451,861.0
-123.110756,49.207066,539.936
-123.103004,49.210983,4046.876
-123.110832,49.207039,306.936
-123.111786,49.209522,892.936
-123.111374,49.207397,64072.0
-123.102364,49.225422,543.936
-123.11071,49.207066,585.0
-123.106613,49.210087,2858.0
-123.111351,49.207424,66224.936
-123.111809,49.20932,441.127
-123.114525,49.209499,511.936
-123.114113,49.207451,896.936
-123.111427,49.207397,46205.0
-123.11055,49.207115,237.063
-123.110527,49.207115,563.127
-123.054749,49.208858,256.0
-123.113319,49.207424,17.876
-123.102158,49.210674,198.063
-123.091606,49.210831,193.063
-123.041641,49.219173,226.0
-123.11071,49.207092,448.127
-123.111809,49.20919,18476.062999
-123.112755,49.208984,15.813
-123.111984,49.209522,1701.063
-123.113342,49.207424,13.063
-123.129883,49.22665,711.063
-123.111397,49.207424,62541.0
-123.119133,49.206322,331.063
-123.111427,49.207424,65015.0
-123.11145,49.207397,1351.0
-123.090897,49.224293,393.063
-123.113342,49.207424,10.0
-123.114265,49.207474,203.0
-123.111427,49.207348,439.0
-123.11068,49.207066,581.063
-123.112549,49.208679,366.0
-123.111809,49.209164,12112.063
-123.111427,49.207424,49552.0
-123.11145,49.207451,1279.0
-123.090919,49.224731,355.063
-123.048782,49.263462,309.0
-123.113113,49.207397,61.063
-123.111374,49.207424,63984.0
-123.111427,49.207451,1653.0
-123.129372,49.226624,308.063
-123.113167,49.207424,60.127
-123.113342,49.207321,13.0
-123.112549,49.208652,328.0
-123.111427,49.207424,63530.0
-123.140221,49.236507,230.0
-123.113342,49.207424,55.0
-123.113342,49.207321,41.063
-123.129654,49.22665,301.063
-123.154404,49.231487,240.0
-123.144112,49.230721,367.0
-123.112549,49.208626,499.0
-123.113319,49.207451,24.063
-123.111427,49.207397,64447.0
-123.091095,49.224472,723.063
-123.111809,49.209473,2514.0
-123.113342,49.207424,19.01
-123.111221,49.207348,203.0
-123.112526,49.208473,621.0
-123.112579,49.208706,353.0
-123.111397,49.207424,66087.0
-123.09066,49.225113,398.0
-123.050621,49.267147,262.0
-123.113342,49.207451,14.0
-123.111397,49.207424,63812.0
-123.091125,49.224552,499.127
-123.113297,49.207451,18.936
-123.112526,49.208679,391.0
-123.113342,49.207424,14.936
-123.111755,49.209446,2561.063
-123.111809,49.209473,1340.127
-123.111786,49.20924,6842.127
-123.112061,49.209522,817.063
-123.112114,49.209267,4778.063
-123.111427,49.207397,46998.063
-123.110603,49.207092,767.063
-123.111397,49.207397,1904.0
-123.111832,49.20937,279.0
-123.14061,49.232536,73.063
-123.111427,49.207424,63262.0
-123.10006,49.236763,211.0
-123.111786,49.209267,1079.063
-123.111809,49.209446,872.063
-123.098083,49.236687,172.063
-123.098267,49.23671,309.0
-123.098419,49.236687,985.0
-123.113342,49.207451,23.063
-123.111427,49.207397,57667.127
-123.111504,49.207348,254.0
-123.038361,49.262463,181.0
-123.024536,49.249947,202.0
-123.026276,49.247387,225.063
-123.027328,49.250126,421.063
-123.113113,49.207451,41.063
-123.111786,49.209217,13917.063
-123.112244,49.209652,5485.063
-123.112221,49.209679,366.127
-123.112015,49.209599,443.063
-123.114494,49.209499,5420.063
-123.114571,49.20937,1030.063
-123.11055,49.207066,1634.063
-123.113319,49.207375,27.936
-123.111832,49.20924,702.127
-123.111809,49.209473,149.063
-123.112549,49.208527,209.0
-123.11245,49.208706,693.063
-123.111427,49.207424,624.0
-123.111397,49.207424,61859.0
-123.115906,49.235661,238.073
-123.113342,49.207424,23.0
-123.114525,49.207424,211.0
-123.17276,49.249458,205.0
-123.177856,49.246616,319.0
-123.11068,49.207039,648.063
-123.111809,49.20924,6387.063
-123.112114,49.209446,332.0
-123.112167,49.209625,872.063
-123.111755,49.209473,2628.063
-123.11158,49.209419,6465.063
-123.112701,49.209755,182.063
-123.113396,49.210011,984.063
-123.113014,49.210114,9012.063
-123.112961,49.209652,358.063
-123.113525,49.209831,4297.053
-123.111397,49.207424,29066.063
-123.11145,49.207397,1218.0
-123.115929,49.23497,154.063
-123.147804,49.239525,175.0
-123.140556,49.232357,255.127
-123.112549,49.208473,330.0
-123.112625,49.208626,352.0
-123.111427,49.207424,62000.063
-123.11145,49.207397,1860.0
-123.091148,49.224552,595.063
-123.111374,49.207375,261.0
-123.095604,49.217766,373.0
-123.112579,49.208706,504.0
-123.113167,49.207424,38.063
-123.114418,49.207451,264.0
-123.111427,49.207424,65317.0
-123.112579,49.208679,320.0
-123.11068,49.207066,609.063
-123.111755,49.209114,10955.0
-123.113884,49.209343,862.064
-123.114006,49.209343,5168.063
-123.111809,49.209164,3348.063
-123.111832,49.209419,11728.063
-123.101616,49.225216,763.063
-123.113266,49.207451,11.876
-123.110039,49.210342,426.127
-123.113319,49.207451,17.063
-123.115082,49.255295,695.063
-123.110222,49.21019,244.063
-123.113373,49.207424,14.063
-123.110199,49.21019,53.063
-123.11145,49.207397,25965.062999
-123.114525,49.209549,24.0
-123.115135,49.209599,1937.063
-123.111473,49.207424,31629.063
-123.11068,49.207092,585.127
-123.101593,49.224907,264.063
-123.14785,49.238655,333.063
-123.110146,49.21019,122.063
-123.113342,49.207424,34.064
-123.11145,49.207424,61780.0
-123.101593,49.225037,662.127
-123.113373,49.207397,11.936
-123.113396,49.207375,90.063
-123.111504,49.207424,62741.063
-123.10157,49.225037,688.063
-123.110168,49.210239,315.063
-123.113319,49.207424,36.936
-123.11145,49.207451,60223.0
-123.101616,49.22496,404.063
-123.113319,49.207424,13.0
-123.110222,49.21019,280.063
-123.113342,49.207451,14.0
-123.170326,49.242882,106.063
-123.114395,49.207474,278.0
-123.11145,49.207397,58565.0
-123.111473,49.207451,1438.063
-123.115059,49.255371,541.063
-123.110199,49.210213,233.063
-123.113319,49.207424,13.0
-123.141045,49.25581,318.063
-123.113373,49.207424,14.936
-123.111427,49.207348,57617.0
-123.101669,49.224884,46.063
-123.101692,49.22501,229.063
-123.110146,49.210163,785.063
-123.113342,49.207451,18.0
-123.11145,49.207451,57245.0
-123.10154,49.22501,336.063
-123.061836,49.280769,184.063
-123.110146,49.210293,146.127
-123.100494,49.248463,254.0
-123.111427,49.207451,58396.0
-123.101616,49.224934,548.063
-123.068237,49.236328,73.063
-123.058228,49.238758,237.063
-123.061401,49.237221,228.063
-123.112473,49.208729,859.063
-123.111809,49.209164,8910.063
-123.113243,49.210011,4330.0
-123.110786,49.207066,682.063
-123.194954,49.259571,272.063
-123.114395,49.207474,326.0
-123.11145,49.207397,58738.0
-123.146088,49.235073,259.0
-123.15464,49.239807,289.0
-123.110146,49.210266,235.063
-123.113342,49.207474,13.0
-123.111473,49.207424,59947.063
-123.10157,49.22501,351.063
-123.099648,49.218021,146.0
-123.110146,49.210293,246.127
-123.11393,49.207424,173.063
-123.114265,49.207424,221.0
-123.111504,49.207451,61269.0
-123.101593,49.225113,1111.127
-123.110146,49.210293,220.063
-123.113319,49.207451,16.0
-123.038567,49.214565,206.0
-123.110146,49.210213,445.063
-123.114243,49.207474,325.0
-123.111938,49.208984,5210.063
-123.111755,49.209419,1939.0
-123.114571,49.209396,3995.063
-123.11396,49.209267,3771.063
-123.111755,49.209446,8048.127
-123.114037,49.210033,625.063
-123.11393,49.210316,267.99
-123.112221,49.209599,622.063
-123.11145,49.207424,32135.063
-123.11071,49.207115,459.0
-123.11055,49.207142,473.063
-123.10157,49.225063,16.0
-123.101616,49.225037,351.0
-123.172325,49.248512,275.063
-123.111832,49.209396,1508.063
-123.111786,49.209396,1453.127
-123.113342,49.207424,14.936
-123.177933,49.247643,1347.063
-123.177879,49.247437,1130.063
-123.17791,49.247284,1554.063
-123.111755,49.209141,5949.063
-123.111885,49.209522,668.063
-123.113853,49.210163,11663.063
-123.113983,49.210011,2393.063
-123.114113,49.210163,3079.063
-123.11396,49.210087,6805.063
-123.11145,49.207451,28756.063
-123.110504,49.207092,1558.063
-123.113319,49.207375,31.064
-123.115906,49.235687,398.063
-123.110146,49.210213,257.063
-123.115036,49.235378,877.127
-123.114265,49.207424,360.0
-123.11145,49.207397,21791.062999
-123.112373,49.20937,280.063
-123.112167,49.209419,4030.063
-123.112221,49.209679,233.0
-123.11393,49.21019,6642.063
-123.111984,49.207451,29412.0
-123.111786,49.209396,2415.063
-123.096985,49.238987,176.0
-123.072128,49.242752,166.063
-123.072029,49.247208,284.127
-123.074486,49.244492,191.0
-123.076195,49.24073,420.063
-123.074249,49.241779,110.063
-123.113297,49.207424,18.0
-123.111473,49.207451,59419.0
-123.045097,49.280716,242.063
-123.057533,49.282021,94.936
-123.110168,49.21019,371.063
-123.113342,49.207451,18.0
-123.113373,49.207397,13.063
-123.114342,49.207397,398.063
-123.114471,49.207451,202.0
-123.111504,49.207424,35337.063
-123.114471,49.209522,812.063
-123.111526,49.207375,30004.0
-123.113136,49.207424,263.0
-123.113319,49.207424,207.187
-123.114166,49.207397,256.0
-123.111526,49.207424,66050.0
-123.114494,49.207348,238.0
-123.111504,49.207424,66336.0
-123.111504,49.207424,64295.0
-123.189583,49.256935,351.0
-123.111786,49.20924,23529.0
-123.111809,49.209473,246.0
-123.111526,49.207397,39976.063
-123.11055,49.207066,341.063
-123.111504,49.207375,1460.0
-123.111526,49.207424,65556.0
-123.111526,49.207375,2385.063
-123.111755,49.20937,18934.062999
-123.112038,49.209652,9120.063
-123.111351,49.207474,35133.0
-123.034447,49.269657,180.0
-123.110504,49.207066,196.187
-123.111786,49.209419,5691.127
-123.112144,49.209522,272.0
-123.111755,49.209599,402.0
-123.111504,49.207397,54938.063
-123.11068,49.207092,935.063
-123.111191,49.207348,166.0
-123.113266,49.207451,43.936
-123.114265,49.207451,255.0
-123.111526,49.207424,61172.0
-123.111786,49.20919,4354.187
-123.111786,49.209473,1573.0
-123.112396,49.209293,2607.063
-123.111732,49.209473,2161.063
-123.111549,49.207397,47601.063
-123.11055,49.207066,350.063
-123.111526,49.207397,1352.0
-123.111786,49.20924,1093.127
-123.111786,49.209446,86.063
-123.111526,49.207451,64173.0
-123.112144,49.207474,482.25
-123.106613,49.210316,1917.063
-123.111755,49.209164,33595.0
-123.113853,49.21019,29847.063
-123.11058,49.207115,231.063
-123.113983,49.207424,256.0
-123.190834,49.257038,185.0
-123.114471,49.207527,209.0
-123.105896,49.210854,975.063
-123.111526,49.207451,35139.063
-123.112114,49.209446,1925.063
-123.111504,49.207424,26552.0
-123.162857,49.258827,380.0
-123.114449,49.207397,234.0
-123.111504,49.207424,63389.0
-123.105865,49.210854,1954.063
-123.111526,49.207451,64914.0
-123.114342,49.207375,192.0
-123.0634,49.244469,1575.063
-123.11396,49.210087,379.0
-123.113319,49.207451,32.0
-123.113342,49.207321,39.0
-123.111755,49.20932,506.0
-123.113297,49.207451,69.063
-123.11158,49.207451,59165.063
-123.107407,49.209473,255.0
-123.111603,49.207424,67063.063
-123.111786,49.209217,4617.063
-123.111755,49.209446,6575.063
-123.111549,49.207424,54315.0
-123.11071,49.207066,1151.063
-123.113297,49.207451,59.0
-123.114243,49.207451,271.0
-123.113297,49.207424,21.936
-123.114059,49.207451,236.0
-123.114418,49.207424,232.0
-123.111549,49.207451,62211.0
-123.113319,49.207451,14.876
-123.042358,49.237122,202.0
-123.114288,49.207424,208.0
-123.113297,49.207451,21.0
-123.111832,49.209446,503.0
-123.111786,49.209217,402.0
-123.111809,49.209499,3396.0
-123.114265,49.207451,241.0
-123.11158,49.207451,59333.0
-123.111786,49.20932,266.063
-123.113373,49.207451,55.063
-123.11158,49.207397,58766.127
-123.113297,49.207474,27.0
-123.102333,49.210598,99.127
-123.111786,49.20924,200.063
-123.111549,49.207424,59629.0
-123.114166,49.207321,145.0
-123.111549,49.207397,66266.063
-123.111549,49.207424,64810.063
-123.112885,49.207424,864.0
-123.11158,49.207424,66058.0
-123.11158,49.207424,96.063
-123.111755,49.209396,547.127
-123.114571,49.209522,15174.063
-123.114395,49.209473,506.063
-123.114929,49.209038,498.127
-123.114799,49.209141,7238.0
-123.115288,49.210266,15639.063
-123.111549,49.207451,25331.062999
-123.110527,49.207115,482.063
-123.110397,49.207169,593.063
-123.113342,49.207424,16.0
-123.11158,49.207397,386.0
-123.113342,49.207424,34.0
-123.114494,49.207397,230.0
-123.111786,49.20937,1635.063
-123.111961,49.209473,3277.063
-123.112221,49.209061,6199.0
-123.113907,49.21019,1456.0
-123.111549,49.207397,62024.0
-123.111786,49.209217,481.063
-123.111809,49.209473,2891.127
-123.114418,49.207474,295.0
-123.11158,49.207397,61294.063
-123.133263,49.261108,282.0
-123.11058,49.207092,91.063
-123.110504,49.207039,419.063
-123.111755,49.209267,19524.062999
-123.112061,49.209549,1440.063
-123.112038,49.209522,5372.063
-123.111786,49.209419,334.063
-123.11158,49.207424,37294.063
-123.086464,49.235226,286.0
-123.118927,49.208473,1619.063
-123.11158,49.207424,65270.063
-123.113342,49.207451,16.0
-123.112579,49.208652,176.063
-123.110657,49.207092,385.063
-123.111786,49.209343,29727.063
-123.112114,49.209473,2482.063
-123.113602,49.21019,235.063
-123.113625,49.21006,1745.127
-123.113678,49.21006,2327.063
-123.113754,49.209831,2035.063
-123.112984,49.209679,1916.063
-123.113983,49.209778,3615.0
-123.112885,49.212109,3552.937
-123.113777,49.209881,20630.062999
-123.113548,49.210033,1467.053
-123.113754,49.210011,5857.127
-123.11306,49.209702,193.936
-123.113731,49.210114,1414.177
-123.113884,49.210011,1000.0
-123.114059,49.210239,1040.063
-123.113777,49.210392,1636.0
-123.113754,49.210114,734.936
-123.11058,49.207092,364.063
-123.110397,49.207092,619.0
-123.176605,49.259239,205.0
-123.113342,49.207424,26.187
-123.113373,49.207321,30.124
-123.179214,49.26469,702.0
-123.174217,49.264179,1467.063
-123.128471,49.225983,509.0
-123.112579,49.208706,282.0
-123.11158,49.207451,63218.0
-123.113472,49.209652,1.937
-123.128448,49.225983,4009.0
-123.128471,49.22583,277.0
-123.11158,49.207424,702.063
-123.111603,49.2075,64574.0
-123.072105,49.235584,505.0
-123.09079,49.228363,1628.0
-123.090843,49.224808,288.313
-123.111603,49.207375,32175.063
-123.111603,49.207451,31336.0
-123.063446,49.244442,2093.0
-123.112549,49.208679,204.063
-123.11396,49.207474,240.0
-123.111603,49.207348,63491.0
-123.033936,49.228825,539.0
-123.032982,49.225525,400.0
-123.091606,49.210472,2212.063
-123.111786,49.20937,4279.187
-123.111862,49.209446,504.0
-123.113525,49.210163,3510.187
-123.114113,49.209778,904.187
-123.113266,49.209652,1398.063
-123.113983,49.21006,329.127
-123.113831,49.209778,1169.063
-123.110603,49.207066,859.063
-123.112473,49.208755,321.063
-123.111862,49.209419,2329.0
-123.128471,49.227032,716.0
-123.112579,49.208679,189.0
-123.114365,49.207474,276.0
-123.111786,49.209473,29520.063
-123.112831,49.209679,4585.0
-123.114189,49.209702,312.063
-123.113136,49.209728,930.063
-123.11158,49.207451,25840.127
-123.110733,49.207066,1144.063
-123.131165,49.244339,282.0
-123.139351,49.246822,212.0
-123.128471,49.227009,1158.0
-123.110168,49.207195,283.0
-123.112473,49.208755,992.127
-123.111603,49.207424,62948.0
-123.085571,49.256065,290.937
-123.077095,49.251301,247.0
-123.076172,49.250534,352.063
-123.11071,49.207039,582.063
-123.112602,49.208679,309.0
-123.111755,49.209499,7264.063
-123.111786,49.209419,1352.127
-123.11158,49.207397,55353.0
-123.053825,49.271835,449.063
-123.056694,49.272369,786.25
-123.056641,49.27232,842.0
-123.045914,49.273243,215.0
-123.02372,49.279541,196.0
-123.111732,49.209522,371.063
-123.111832,49.209499,4857.063
-123.111786,49.20937,3145.127
-123.111603,49.207424,52534.063
-123.11068,49.207039,1275.127
-123.031425,49.238682,993.0
-123.11245,49.208729,376.0
-123.113319,49.207451,21.124
-123.177879,49.264462,2151.0
-123.170357,49.264076,623.0
-123.128448,49.226982,677.0
-123.110146,49.20768,201.0
-123.112656,49.208706,178.0
-123.111603,49.207451,62898.0
-123.128448,49.226009,409.063
-123.128502,49.22596,1304.0
-123.128448,49.226982,1282.0
-123.11071,49.207066,559.127
-123.111755,49.209522,5209.063
-123.111755,49.209522,7067.063
-123.111809,49.209446,2206.0
-123.111656,49.20919,3436.063
-123.111885,49.207397,46220.0
-123.111832,49.209473,1653.063
-123.112961,49.207424,233.0
-123.072075,49.235558,345.0
-123.090714,49.229954,623.0
-123.090767,49.229851,1108.0
-123.114365,49.207451,274.0
-123.111786,49.209343,18470.062999
-123.113701,49.210163,9895.063
-123.113678,49.210472,273.063
-123.113701,49.209881,5060.053
-123.113777,49.210239,436.063
-123.11396,49.210293,710.0
-123.113625,49.211391,528.0
-123.11158,49.207451,25087.062999
-123.11055,49.207066,715.063
-123.110115,49.208065,199.063
-123.114319,49.207451,174.0
-123.063446,49.244442,2659.0
-123.112495,49.208729,277.0
-123.112625,49.208652,294.063
-123.033623,49.228878,363.0
-123.091431,49.210419,1455.127
-123.057793,49.222961,293.0
-123.106506,49.211342,1077.0
-123.111626,49.207424,61551.063
-123.11058,49.207092,555.063
-123.110321,49.207092,505.063
-123.128448,49.226856,2118.0
-123.128601,49.226215,649.0
-123.112473,49.208755,473.063
-123.113495,49.207809,582.063
-123.111603,49.207451,62795.063
-123.110146,49.207603,254.063
-123.11071,49.207039,528.127
-123.112579,49.208652,208.063
-123.111786,49.209522,25625.062999
-123.113754,49.210033,51.127
-123.113983,49.209881,265.063
-123.113831,49.21006,3635.063
-123.114365,49.210136,1924.063
-123.111885,49.207397,25264.127
-123.078171,49.251148,946.0
-123.11158,49.207451,64017.127
-123.051651,49.273754,77.063
-123.053673,49.274548,268.063
-123.056664,49.272396,1155.186999
-123.111786,49.209522,871.187
-123.111732,49.209549,28201.063
-123.111809,49.20919,6490.063
-123.113602,49.210011,1383.0
-123.113297,49.21019,285.124
-123.111679,49.209396,17524.127
-123.114624,49.209419,1558.127
-123.114449,49.209599,1742.063
-123.111786,49.209343,25509.062999
-123.111809,49.209446,578.127
-123.110733,49.207142,302.127
-123.110657,49.207115,1330.063
-123.075203,49.215874,357.063
-123.172989,49.245415,317.0
-123.113243,49.207397,20.064
-123.114365,49.207451,228.0
-123.111603,49.207451,64534.0
-123.113983,49.207424,263.0
-123.114449,49.207348,555.0
-123.113342,49.207424,15.0
-123.111702,49.207424,30927.063
-123.11396,49.210136,608.127
-123.113983,49.209141,917.064
-123.111656,49.207424,29066.0
-123.097115,49.236404,551.063
-123.112579,49.208679,556.063
-123.111626,49.207424,65933.0
-123.069519,49.260006,321.063
-123.056458,49.272064,539.187
-123.056,49.253582,176.0
-123.111603,49.207397,63978.0
-123.111832,49.209164,19716.062999
-123.112244,49.209396,7406.063
-123.111732,49.209499,1853.127
-123.111786,49.209267,724.0
-123.11393,49.210419,4302.063
-123.113884,49.210114,205.0
-123.114136,49.210419,10.873
-123.114136,49.210419,3158.127
-123.110603,49.207142,1136.063
-123.111626,49.207397,2515.0
-123.199951,49.234432,201.937
-123.114471,49.207474,223.0
-123.111626,49.207424,63734.0
-123.113297,49.207424,36.936
-123.144165,49.230515,368.0
-123.113266,49.207424,23.0
-123.112579,49.208652,287.127
-123.111656,49.207474,64566.0
-123.113342,49.207424,19.0
-123.112579,49.208652,1029.0
-123.111862,49.20919,15880.063
-123.112144,49.209419,12347.063
-123.111656,49.207424,28.127
-123.113525,49.210163,36444.0
-123.11055,49.207115,648.063
-123.110428,49.207115,363.0
-123.111862,49.20937,1137.127
-123.111832,49.209473,816.063
-123.113297,49.207424,18.064
-123.113113,49.207424,221.0
-123.112579,49.208679,241.063
-123.112602,49.208679,357.063
-123.113754,49.21019,8062.073
